# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uy_initial              	Uy_final                	Uy_iters                	U_converged             	epsilon_solver          	epsilon_initial         	epsilon_final           	epsilon_iters           	epsilon_converged       	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             
3.96                    	smoothSolver	2.2116199999999999e-02	9.2641199999999997e-06	6	8.0190100000000000e-03	2.8277500000000002e-06	4	false	smoothSolver	1.8723299999999998e-02	9.6355299999999999e-06	38	true	smoothSolver	2.4739299999999999e-02	9.7019100000000001e-06	27	true	GAMG	1.9646100000000000e-02	1.7211200000000000e-03	1	true
3.965                   	smoothSolver	2.1678900000000001e-02	9.4486300000000000e-06	5	8.0128800000000000e-03	2.7062399999999999e-06	4	false	smoothSolver	1.9585100000000001e-02	9.3952200000000008e-06	39	true	smoothSolver	2.4724200000000002e-02	9.5651799999999998e-06	28	true	GAMG	2.0192600000000002e-02	1.6903199999999999e-03	1	true
3.97                    	smoothSolver	2.1501800000000001e-02	3.5500299999999999e-06	5	8.0052400000000003e-03	2.4971300000000002e-06	4	false	smoothSolver	1.9623000000000002e-02	9.4107900000000007e-06	39	true	smoothSolver	2.4708500000000001e-02	9.3532399999999999e-06	25	true	GAMG	2.0393000000000001e-02	1.6252800000000000e-03	1	true
3.975                   	smoothSolver	2.1550199999999999e-02	3.6174599999999998e-06	5	8.0010600000000008e-03	2.4994100000000000e-06	4	false	smoothSolver	2.0819000000000001e-02	9.3106200000000000e-06	40	true	smoothSolver	2.4693600000000000e-02	9.3674499999999996e-06	27	true	GAMG	2.0595499999999999e-02	1.6659200000000000e-03	1	true
3.98                    	smoothSolver	2.1595799999999998e-02	2.7391100000000000e-06	5	7.9955700000000005e-03	2.4220899999999998e-06	4	false	smoothSolver	2.0317100000000001e-02	9.8076599999999999e-06	39	true	smoothSolver	2.4678100000000001e-02	9.9699200000000006e-06	31	true	GAMG	2.8835499999999997e-01	2.2608799999999998e-02	1	true
3.985                   	smoothSolver	2.2681199999999999e-02	8.9241600000000006e-06	6	7.9963499999999993e-03	2.7398099999999999e-06	4	false	smoothSolver	1.8264800000000001e-02	9.5736499999999994e-06	38	true	smoothSolver	2.4663899999999999e-02	9.8997299999999998e-06	29	true	GAMG	2.0223000000000001e-02	1.7566999999999999e-03	1	true
3.99                    	smoothSolver	2.2282400000000001e-02	9.2372200000000000e-06	5	7.9907399999999996e-03	2.6473000000000000e-06	4	false	smoothSolver	1.9229300000000001e-02	9.3541599999999999e-06	39	true	smoothSolver	2.4648600000000000e-02	9.9315899999999992e-06	29	true	GAMG	2.0786099999999998e-02	1.7291900000000000e-03	1	true
3.995                   	smoothSolver	2.2130000000000000e-02	3.6028399999999999e-06	5	7.9838700000000005e-03	2.4763899999999998e-06	4	false	smoothSolver	2.0696699999999998e-02	9.3525599999999998e-06	40	true	smoothSolver	2.4634400000000001e-02	9.6884599999999994e-06	31	true	GAMG	2.1006000000000000e-02	1.6678400000000001e-03	1	true
4                       	smoothSolver	2.2192300000000002e-02	3.6225399999999999e-06	5	7.9797600000000007e-03	2.4786800000000000e-06	4	false	smoothSolver	1.8641899999999999e-02	9.8679600000000000e-06	38	true	smoothSolver	2.4619599999999998e-02	9.8463299999999996e-06	29	true	GAMG	2.1223900000000000e-02	1.7078200000000001e-03	1	true
4.005                   	smoothSolver	2.2265699999999999e-02	2.8586999999999998e-06	5	7.9746299999999999e-03	2.4143500000000000e-06	4	false	smoothSolver	1.9006499999999999e-02	9.3504299999999999e-06	39	true	smoothSolver	2.4605499999999999e-02	9.3459199999999995e-06	26	true	GAMG	2.8744900000000001e-01	2.2392499999999999e-02	1	true
4.01                    	smoothSolver	2.3326000000000000e-02	8.6598800000000002e-06	6	7.9743699999999997e-03	2.6606600000000000e-06	4	false	smoothSolver	2.0632800000000000e-02	9.4525999999999999e-06	40	true	smoothSolver	2.4590799999999999e-02	9.1418699999999993e-06	27	true	GAMG	2.0860600000000000e-02	1.7954799999999999e-03	1	true
4.015                   	smoothSolver	2.2972699999999999e-02	8.9882600000000006e-06	5	7.9692800000000005e-03	2.5928899999999999e-06	4	false	smoothSolver	1.8996900000000001e-02	9.4445499999999992e-06	39	true	smoothSolver	2.4576799999999999e-02	9.5309900000000000e-06	29	true	GAMG	2.1470099999999999e-02	1.7721600000000001e-03	1	true
4.02                    	smoothSolver	2.2846900000000000e-02	3.6997599999999999e-06	5	7.9630499999999993e-03	2.4573799999999998e-06	4	false	smoothSolver	1.8596900000000000e-02	9.2659799999999993e-06	39	true	smoothSolver	2.4562199999999999e-02	9.3793199999999998e-06	29	true	GAMG	2.1717899999999998e-02	1.7154099999999999e-03	1	true
4.025                   	smoothSolver	2.2930400000000000e-02	3.6615000000000000e-06	5	7.9590700000000004e-03	2.4583799999999999e-06	4	false	smoothSolver	1.9856900000000000e-02	9.9402000000000001e-06	39	true	smoothSolver	2.4548400000000001e-02	9.3467399999999992e-06	27	true	GAMG	2.2040400000000002e-02	1.7578800000000001e-03	1	true
4.03                    	smoothSolver	2.3039199999999999e-02	3.0814900000000002e-06	5	7.9542099999999998e-03	2.4064099999999998e-06	4	false	smoothSolver	2.0168800000000001e-02	9.3460300000000004e-06	40	true	smoothSolver	2.4534100000000000e-02	9.4491700000000005e-06	29	true	GAMG	2.8043600000000002e-01	2.1703900000000002e-02	1	true
4.035                   	smoothSolver	2.4056899999999999e-02	8.1937900000000004e-06	6	7.9531900000000006e-03	2.5948400000000000e-06	4	false	smoothSolver	1.8713700000000000e-02	9.3855300000000006e-06	39	true	smoothSolver	2.4520500000000001e-02	9.1862199999999999e-06	28	true	GAMG	2.1645299999999999e-02	1.8380499999999999e-03	1	true
4.04                    	smoothSolver	2.3749500000000000e-02	8.7779499999999995e-06	5	7.9484800000000008e-03	2.5465600000000001e-06	4	false	smoothSolver	1.8914799999999999e-02	9.4682000000000003e-06	39	true	smoothSolver	2.4506500000000001e-02	9.9171899999999998e-06	24	true	GAMG	2.2185000000000000e-02	1.8154099999999999e-03	1	true
4.045                   	smoothSolver	2.3650399999999999e-02	3.8170900000000004e-06	5	7.9428599999999995e-03	2.4403300000000001e-06	4	false	smoothSolver	2.0107699999999999e-02	9.3572700000000006e-06	40	true	smoothSolver	2.4493200000000000e-02	9.7391199999999993e-06	24	true	GAMG	2.2490699999999999e-02	1.7661199999999999e-03	1	true
4.05                    	smoothSolver	2.3756800000000002e-02	3.8167199999999999e-06	5	7.9389899999999999e-03	2.4438600000000002e-06	4	false	smoothSolver	1.9255800000000000e-02	9.6499299999999993e-06	39	true	smoothSolver	2.4479500000000001e-02	9.8587700000000008e-06	28	true	GAMG	2.2704300000000000e-02	1.8021400000000000e-03	1	true
4.055                   	smoothSolver	2.3902500000000000e-02	3.1059199999999999e-06	5	7.9343999999999994e-03	2.4002100000000002e-06	4	false	smoothSolver	1.8412499999999998e-02	9.9723999999999996e-06	38	true	smoothSolver	2.4466200000000000e-02	9.2956600000000004e-06	28	true	GAMG	2.8586899999999998e-01	2.1927900000000000e-02	1	true
4.06                    	smoothSolver	2.4885100000000000e-02	7.9394900000000001e-06	6	7.9325899999999998e-03	2.5333800000000000e-06	4	false	smoothSolver	1.8971700000000001e-02	9.5395900000000003e-06	39	true	smoothSolver	2.4452499999999999e-02	9.8524499999999992e-06	30	true	GAMG	2.2371400000000000e-02	1.8859500000000000e-03	1	true
4.065                   	smoothSolver	2.4633300000000000e-02	8.5282599999999999e-06	5	7.9282099999999998e-03	2.4982999999999999e-06	4	false	smoothSolver	1.9911600000000002e-02	9.2890700000000002e-06	40	true	smoothSolver	2.4439300000000001e-02	9.3411200000000008e-06	28	true	GAMG	2.3003599999999999e-02	1.8695999999999999e-03	1	true
4.07                    	smoothSolver	2.4590899999999999e-02	4.1171400000000002e-06	5	7.9231400000000004e-03	2.4219800000000001e-06	4	false	smoothSolver	1.8762100000000000e-02	9.4862799999999996e-06	39	true	smoothSolver	2.4425800000000001e-02	9.8229399999999998e-06	31	true	GAMG	2.3301900000000000e-02	1.8224999999999999e-03	1	true
4.075                   	smoothSolver	2.4717599999999999e-02	3.7704599999999999e-06	5	7.9193700000000002e-03	2.4246200000000002e-06	4	false	smoothSolver	1.9904399999999999e-02	9.3266300000000002e-06	40	true	smoothSolver	2.4412799999999998e-02	9.9445900000000006e-06	39	true	GAMG	2.3556199999999999e-02	1.8586799999999999e-03	1	true
4.08                    	smoothSolver	2.4923399999999998e-02	3.2872699999999999e-06	5	7.9150699999999997e-03	2.3932799999999999e-06	4	false	smoothSolver	2.0587999999999999e-02	9.7118200000000005e-06	40	true	smoothSolver	2.4399600000000000e-02	9.6241500000000000e-06	37	true	GAMG	2.8349099999999999e-01	2.1531700000000001e-02	1	true
4.085                   	smoothSolver	2.5869000000000000e-02	7.3806299999999997e-06	6	7.9127099999999999e-03	2.4839600000000000e-06	4	false	smoothSolver	1.8547500000000001e-02	9.4509100000000003e-06	39	true	smoothSolver	2.4386800000000000e-02	9.4930399999999998e-06	35	true	GAMG	2.3264799999999999e-02	1.9373200000000000e-03	1	true
4.09                    	smoothSolver	2.5685400000000001e-02	8.2093199999999992e-06	5	7.9085800000000001e-03	2.4622800000000000e-06	4	false	smoothSolver	1.8450500000000002e-02	9.4740200000000008e-06	39	true	smoothSolver	2.4373900000000000e-02	9.8600399999999999e-06	33	true	GAMG	2.3977200000000001e-02	1.9313500000000001e-03	1	true
4.095                   	smoothSolver	2.5695500000000000e-02	4.4574099999999997e-06	5	7.9039000000000002e-03	2.4066700000000002e-06	4	false	smoothSolver	1.9894900000000000e-02	9.4893700000000006e-06	40	true	smoothSolver	2.4361299999999999e-02	9.9528900000000002e-06	34	true	GAMG	2.4490600000000001e-02	1.8980700000000000e-03	1	true
4.1                     	smoothSolver	2.5824400000000001e-02	3.8172700000000003e-06	5	7.9000600000000004e-03	2.4040100000000000e-06	4	false	smoothSolver	1.8973700000000000e-02	9.8156800000000002e-06	39	true	smoothSolver	2.4348600000000001e-02	9.8877399999999996e-06	24	true	GAMG	2.4595700000000002e-02	1.9268800000000000e-03	1	true
4.105                   	smoothSolver	2.6068500000000001e-02	3.7844400000000000e-06	5	7.8960100000000002e-03	2.3863299999999999e-06	4	false	smoothSolver	1.8804800000000000e-02	9.7245499999999999e-06	39	true	smoothSolver	2.4336000000000000e-02	9.1274899999999996e-06	25	true	GAMG	2.7865499999999999e-01	2.0873900000000001e-02	1	true
4.11                    	smoothSolver	2.6919200000000001e-02	7.0704199999999998e-06	6	7.8932199999999994e-03	2.4469199999999999e-06	4	false	smoothSolver	1.9675800000000000e-02	9.4786400000000004e-06	40	true	smoothSolver	2.4323600000000001e-02	9.9393100000000006e-06	30	true	GAMG	2.4287000000000000e-02	1.9888599999999998e-03	1	true
4.115                   	smoothSolver	2.6748500000000001e-02	7.7765299999999996e-06	5	7.8892000000000007e-03	2.4304399999999999e-06	4	false	smoothSolver	1.8521800000000001e-02	9.6139999999999998e-06	39	true	smoothSolver	2.4310900000000000e-02	8.8349700000000006e-06	25	true	GAMG	2.5032700000000001e-02	1.9940399999999999e-03	1	true
4.12                    	smoothSolver	2.6753800000000001e-02	4.6407100000000002e-06	5	7.8849799999999998e-03	2.3964999999999998e-06	4	false	smoothSolver	1.9947099999999999e-02	9.6237799999999995e-06	40	true	smoothSolver	2.4298899999999998e-02	9.7626500000000005e-06	31	true	GAMG	2.5334200000000001e-02	1.9605500000000001e-03	1	true
4.125                   	smoothSolver	2.6875599999999999e-02	4.3772500000000003e-06	5	7.8812499999999994e-03	2.3953700000000000e-06	4	false	smoothSolver	2.0406000000000001e-02	9.8547400000000001e-06	40	true	smoothSolver	2.4286200000000001e-02	9.5760100000000002e-06	34	true	GAMG	2.5825899999999999e-02	1.9997900000000000e-03	1	true
4.13                    	smoothSolver	2.7169499999999999e-02	4.0583099999999996e-06	5	7.8773699999999999e-03	2.3807800000000000e-06	4	false	smoothSolver	1.7997200000000001e-02	9.3964799999999992e-06	39	true	smoothSolver	2.4274899999999999e-02	9.9655100000000004e-06	23	true	GAMG	2.8015699999999999e-01	2.0761000000000002e-02	1	true
4.135                   	smoothSolver	2.7927000000000000e-02	6.7629600000000000e-06	6	7.8740900000000003e-03	2.4051800000000002e-06	4	false	smoothSolver	1.9678000000000001e-02	9.5593399999999995e-06	40	true	smoothSolver	2.4262100000000002e-02	9.5174499999999998e-06	28	true	GAMG	2.5454299999999999e-02	2.0471800000000000e-03	1	true
4.14                    	smoothSolver	2.7796299999999999e-02	7.9206899999999995e-06	5	7.8704399999999994e-03	2.4032999999999999e-06	4	false	smoothSolver	1.9939900000000000e-02	9.7315500000000000e-06	40	true	smoothSolver	2.4250799999999999e-02	9.0079099999999996e-06	24	true	GAMG	2.6147000000000000e-02	2.0580799999999999e-03	1	true
4.145                   	smoothSolver	2.7836900000000001e-02	5.3501699999999996e-06	5	7.8665000000000002e-03	2.3826799999999999e-06	4	false	smoothSolver	1.8404799999999999e-02	9.7027499999999996e-06	39	true	smoothSolver	2.4238900000000001e-02	9.4173299999999992e-06	37	true	GAMG	2.6484700000000000e-02	2.0343800000000001e-03	1	true
4.15                    	smoothSolver	2.7972600000000000e-02	4.5272200000000002e-06	5	7.8629600000000004e-03	2.3854900000000000e-06	4	false	smoothSolver	1.8589899999999999e-02	9.8530899999999999e-06	39	true	smoothSolver	2.4227499999999999e-02	9.6565300000000002e-06	30	true	GAMG	2.6738999999999999e-02	2.0579399999999999e-03	1	true
4.155                   	smoothSolver	2.8380699999999998e-02	4.6806599999999997e-06	5	7.8592100000000002e-03	2.3744800000000002e-06	4	false	smoothSolver	1.8681199999999999e-02	9.9335400000000001e-06	39	true	smoothSolver	2.4215400000000002e-02	9.5075800000000005e-06	27	true	GAMG	2.8417500000000001e-01	2.0828300000000001e-02	1	true
4.16                    	smoothSolver	2.9025800000000001e-02	7.0704100000000000e-06	6	7.8557100000000001e-03	2.3776599999999999e-06	4	false	smoothSolver	1.9797400000000000e-02	9.7867900000000002e-06	40	true	smoothSolver	2.4203800000000001e-02	9.9567599999999999e-06	23	true	GAMG	2.6431000000000000e-02	2.1019900000000002e-03	1	true
4.165                   	smoothSolver	2.8914900000000000e-02	8.0415400000000003e-06	5	7.8522200000000000e-03	2.3806600000000001e-06	4	false	smoothSolver	1.8591000000000000e-02	9.9064799999999994e-06	39	true	smoothSolver	2.4191899999999999e-02	9.6115400000000005e-06	29	true	GAMG	2.7216299999999999e-02	2.1172900000000000e-03	1	true
4.17                    	smoothSolver	2.8964600000000000e-02	6.1901399999999997e-06	5	7.8485800000000008e-03	2.3716200000000000e-06	4	false	smoothSolver	1.8383600000000000e-02	9.7904099999999993e-06	39	true	smoothSolver	2.4180699999999999e-02	9.4371300000000002e-06	30	true	GAMG	2.7525000000000001e-02	2.1059899999999999e-03	1	true
4.175                   	smoothSolver	2.9085699999999999e-02	5.2530700000000002e-06	5	7.8451200000000006e-03	2.3740600000000000e-06	4	false	smoothSolver	1.9613599999999998e-02	9.7146100000000008e-06	40	true	smoothSolver	2.4169199999999998e-02	9.6089099999999995e-06	25	true	GAMG	2.7791300000000001e-02	2.1214200000000002e-03	1	true
4.18                    	smoothSolver	2.9609400000000001e-02	5.1466500000000001e-06	5	7.8415700000000008e-03	2.3694199999999998e-06	4	false	smoothSolver	1.8392200000000001e-02	9.8028500000000005e-06	39	true	smoothSolver	2.4157999999999999e-02	9.3659699999999994e-06	27	true	GAMG	2.8309000000000001e-01	2.0455700000000000e-02	1	true
4.185                   	smoothSolver	3.0099100000000000e-02	6.9435999999999999e-06	6	7.8382299999999999e-03	2.3771500000000002e-06	4	false	smoothSolver	1.8908299999999999e-02	9.3514699999999998e-06	40	true	smoothSolver	2.4146500000000001e-02	9.5733700000000001e-06	30	true	GAMG	2.7755499999999999e-02	2.1768500000000001e-03	1	true
4.19                    	smoothSolver	2.9992399999999999e-02	7.8008199999999996e-06	5	7.8347099999999999e-03	2.3708900000000002e-06	4	false	smoothSolver	1.9179499999999999e-02	9.5091899999999997e-06	40	true	smoothSolver	2.4135700000000000e-02	9.4760899999999999e-06	24	true	GAMG	2.8710200000000002e-02	2.1957499999999998e-03	1	true
4.195                   	smoothSolver	3.0063599999999999e-02	6.5419300000000004e-06	5	7.8312099999999999e-03	2.3662400000000002e-06	4	false	smoothSolver	1.8311200000000000e-02	9.7859700000000004e-06	39	true	smoothSolver	2.4124400000000001e-02	9.9939100000000000e-06	27	true	GAMG	2.8845300000000001e-02	2.1841400000000002e-03	1	true
4.2                     	smoothSolver	3.0163300000000001e-02	6.1181400000000002e-06	5	7.8277999999999993e-03	2.3650499999999999e-06	4	false	smoothSolver	1.8880399999999999e-02	9.4058700000000005e-06	40	true	smoothSolver	2.4113699999999998e-02	9.7198699999999995e-06	33	true	GAMG	2.9123699999999999e-02	2.1921800000000002e-03	1	true
4.205                   	smoothSolver	3.0796000000000000e-02	5.9779599999999999e-06	5	7.8244100000000004e-03	2.3654599999999998e-06	4	false	smoothSolver	1.9843000000000000e-02	9.9202200000000000e-06	40	true	smoothSolver	2.4102400000000000e-02	9.4869400000000000e-06	32	true	GAMG	2.8977500000000000e-01	2.0661499999999999e-02	1	true
4.21                    	smoothSolver	3.1002300000000000e-02	7.8573199999999998e-06	6	7.8213799999999993e-03	2.3862199999999998e-06	4	false	smoothSolver	1.9679400000000000e-02	9.8838399999999995e-06	40	true	smoothSolver	2.4091999999999999e-02	9.1436600000000008e-06	24	true	GAMG	2.8770400000000002e-02	2.2412199999999999e-03	1	true
4.215                   	smoothSolver	3.0825200000000001e-02	9.2915499999999992e-06	5	7.8178499999999995e-03	2.3751700000000002e-06	4	false	smoothSolver	1.7602000000000000e-02	9.5801199999999997e-06	39	true	smoothSolver	2.4080799999999999e-02	9.7012699999999994e-06	28	true	GAMG	3.0015500000000001e-02	2.2553100000000000e-03	1	true
4.22                    	smoothSolver	3.0829900000000000e-02	7.5277900000000003e-06	5	7.8145100000000002e-03	2.3742600000000000e-06	4	false	smoothSolver	1.7950399999999998e-02	9.8185700000000008e-06	39	true	smoothSolver	2.4070700000000000e-02	9.1693000000000005e-06	24	true	GAMG	3.0044999999999999e-02	2.2618299999999998e-03	1	true
4.225                   	smoothSolver	3.0840200000000002e-02	7.6071000000000004e-06	5	7.8110699999999998e-03	2.3667799999999998e-06	4	false	smoothSolver	1.8206699999999999e-02	9.2991799999999993e-06	40	true	smoothSolver	2.4059500000000001e-02	9.5565999999999993e-06	32	true	GAMG	3.0225499999999999e-02	2.2488299999999998e-03	1	true
4.23                    	smoothSolver	3.1712499999999998e-02	7.2663500000000003e-06	5	7.8077499999999996e-03	2.3644000000000002e-06	4	false	smoothSolver	1.9318900000000000e-02	9.8908700000000001e-06	40	true	smoothSolver	2.4049299999999999e-02	9.3666400000000005e-06	28	true	GAMG	2.7711700000000000e-01	1.9504400000000002e-02	1	true
4.235                   	smoothSolver	3.1653800000000003e-02	9.7143100000000002e-06	6	7.8050400000000001e-03	2.4014699999999998e-06	4	false	smoothSolver	1.8215800000000001e-02	9.3587700000000005e-06	40	true	smoothSolver	2.4038299999999999e-02	9.9020600000000002e-06	28	true	GAMG	2.9838600000000000e-02	2.3252899999999998e-03	1	true
4.24                    	smoothSolver	3.1352600000000001e-02	6.7312500000000001e-06	6	7.8014299999999998e-03	2.3781600000000001e-06	4	false	smoothSolver	1.9119799999999999e-02	9.8645099999999992e-06	40	true	smoothSolver	2.4028200000000000e-02	9.6093499999999997e-06	29	true	GAMG	3.0539500000000001e-02	2.2876600000000000e-03	1	true
4.245                   	smoothSolver	3.1288999999999997e-02	6.9415299999999999e-06	6	7.7980000000000002e-03	2.3673499999999999e-06	4	false	smoothSolver	2.0206999999999999e-02	9.7248399999999999e-06	41	true	smoothSolver	2.4017400000000001e-02	9.9088799999999996e-06	41	true	GAMG	3.0677599999999999e-02	2.2928699999999998e-03	1	true
4.25                    	smoothSolver	3.1239400000000001e-02	8.6367199999999995e-06	5	7.7946700000000001e-03	2.3600500000000000e-06	4	false	smoothSolver	1.7868499999999999e-02	9.2988199999999995e-06	40	true	smoothSolver	2.4007400000000002e-02	9.4978200000000005e-06	38	true	GAMG	3.0802000000000000e-02	2.2823399999999999e-03	1	true
4.255                   	smoothSolver	3.2487500000000002e-02	8.9413399999999997e-06	5	7.7914200000000003e-03	2.3578900000000001e-06	4	false	smoothSolver	1.7949300000000001e-02	9.3928799999999998e-06	40	true	smoothSolver	2.3996799999999999e-02	8.9870799999999993e-06	23	true	GAMG	2.8021699999999999e-01	1.9379799999999999e-02	1	true
4.26                    	smoothSolver	3.1977100000000001e-02	8.4987200000000002e-06	7	7.7890800000000003e-03	2.4126399999999998e-06	4	false	smoothSolver	1.9366100000000001e-02	9.4360799999999996e-06	41	true	smoothSolver	2.3986600000000000e-02	9.7949199999999997e-06	27	true	GAMG	3.0729699999999999e-02	2.4134999999999998e-03	1	true
4.265                   	smoothSolver	3.1494300000000003e-02	9.0665899999999999e-06	6	7.7854999999999999e-03	2.3859200000000000e-06	4	false	smoothSolver	1.8719900000000001e-02	9.8596400000000007e-06	40	true	smoothSolver	2.3976500000000001e-02	9.7690099999999998e-06	27	true	GAMG	3.1504699999999997e-02	2.3321800000000001e-03	1	true
4.27                    	smoothSolver	3.1188100000000000e-02	7.1702899999999999e-06	6	7.7819400000000002e-03	2.3614099999999998e-06	4	false	smoothSolver	1.8319400000000000e-02	9.6733100000000001e-06	40	true	smoothSolver	2.3966399999999999e-02	9.4427300000000006e-06	28	true	GAMG	3.1371200000000002e-02	2.3203400000000002e-03	1	true
4.275                   	smoothSolver	3.1036600000000001e-02	8.2840299999999994e-06	6	7.7787600000000000e-03	2.3590199999999999e-06	4	false	smoothSolver	1.8338699999999999e-02	9.7085899999999998e-06	40	true	smoothSolver	2.3956700000000001e-02	9.0994300000000001e-06	25	true	GAMG	3.1330799999999999e-02	2.2955300000000001e-03	1	true
4.28                    	smoothSolver	3.2744400000000000e-02	8.2484399999999999e-06	6	7.7754900000000004e-03	2.3500500000000001e-06	4	false	smoothSolver	1.8423900000000000e-02	9.7898400000000001e-06	40	true	smoothSolver	2.3946700000000001e-02	9.9765899999999996e-06	32	true	GAMG	2.8833999999999999e-01	1.9673800000000002e-02	1	true
4.285                   	smoothSolver	3.1683500000000003e-02	9.0550000000000005e-06	8	7.7734600000000003e-03	2.4198600000000001e-06	4	false	smoothSolver	1.9288199999999998e-02	9.5621800000000000e-06	41	true	smoothSolver	2.3937000000000000e-02	8.7055399999999993e-06	23	true	GAMG	3.1448600000000000e-02	2.4961400000000000e-03	1	true
4.29                    	smoothSolver	3.0907700000000000e-02	9.4674899999999997e-06	7	7.7698600000000000e-03	2.3870900000000001e-06	4	false	smoothSolver	1.7940000000000001e-02	9.6018199999999998e-06	40	true	smoothSolver	2.3927299999999999e-02	9.5704200000000004e-06	30	true	GAMG	3.1620500000000003e-02	2.3332700000000001e-03	1	true
4.295                   	smoothSolver	3.0391000000000001e-02	9.6843899999999993e-06	7	7.7663699999999999e-03	2.3618300000000000e-06	4	false	smoothSolver	1.8628100000000002e-02	9.2991500000000006e-06	41	true	smoothSolver	2.3917500000000001e-02	9.4511699999999998e-06	23	true	GAMG	3.1370200000000001e-02	2.3099300000000000e-03	1	true
4.3                     	smoothSolver	3.0047700000000000e-02	9.5478800000000008e-06	7	7.7631999999999996e-03	2.3550899999999998e-06	4	false	smoothSolver	1.8036400000000001e-02	9.6862799999999994e-06	40	true	smoothSolver	2.3908100000000002e-02	9.5746199999999995e-06	31	true	GAMG	3.1149300000000001e-02	2.2718100000000000e-03	1	true
4.305                   	smoothSolver	3.2077300000000003e-02	9.8708399999999998e-06	8	7.7600100000000003e-03	2.3465400000000002e-06	4	false	smoothSolver	1.8457899999999999e-02	9.9409500000000001e-06	40	true	smoothSolver	2.3898200000000001e-02	9.6870400000000000e-06	30	true	GAMG	2.8899900000000001e-01	1.9392199999999998e-02	1	true
4.31                    	smoothSolver	3.0541200000000001e-02	1.0673700000000001e-05	1000	7.7581000000000004e-03	2.4183700000000000e-06	4	false	smoothSolver	1.8931900000000002e-02	9.4686999999999997e-06	41	true	smoothSolver	2.3889299999999999e-02	8.8872300000000006e-06	23	true	GAMG	3.1150199999999999e-02	2.5201199999999998e-03	1	true
4.315                   	smoothSolver	2.9542900000000000e-02	1.1161500000000000e-05	1000	7.7545799999999996e-03	2.3864900000000001e-06	4	false	smoothSolver	1.9539600000000001e-02	9.8022099999999998e-06	41	true	smoothSolver	2.3879299999999999e-02	9.4338699999999992e-06	26	true	GAMG	3.1244100000000000e-02	2.2983800000000000e-03	1	true
4.32                    	smoothSolver	2.8806800000000000e-02	1.1385399999999999e-05	1000	7.7510900000000004e-03	2.3559400000000000e-06	4	false	smoothSolver	1.7890000000000000e-02	9.6407999999999992e-06	40	true	smoothSolver	2.3870300000000001e-02	8.8430500000000000e-06	24	true	GAMG	3.0802699999999999e-02	2.2509800000000001e-03	1	true
4.325                   	smoothSolver	2.8294799999999998e-02	1.1657700000000000e-05	1000	7.7480200000000004e-03	2.3512600000000000e-06	4	false	smoothSolver	1.7543599999999999e-02	9.4522999999999993e-06	40	true	smoothSolver	2.3861199999999999e-02	9.7811800000000008e-06	36	true	GAMG	3.0874100000000002e-02	2.2235800000000002e-03	1	true
4.33                    	smoothSolver	3.0824700000000000e-02	1.2204400000000000e-05	1000	7.7449399999999996e-03	2.3444500000000001e-06	4	false	smoothSolver	1.8569900000000000e-02	9.9885200000000007e-06	40	true	smoothSolver	2.3852000000000002e-02	9.4663199999999992e-06	25	true	GAMG	2.9971799999999998e-01	2.0286200000000001e-02	1	true
4.335                   	smoothSolver	2.8486200000000000e-02	1.3550500000000000e-05	1000	7.7430299999999997e-03	2.4127900000000002e-06	4	false	smoothSolver	1.9314600000000001e-02	9.6867600000000007e-06	41	true	smoothSolver	2.3842400000000000e-02	9.3369200000000000e-06	27	true	GAMG	3.0446800000000000e-02	2.5042799999999998e-03	1	true
4.34                    	smoothSolver	2.7113800000000000e-02	1.3463700000000000e-05	1000	7.7395700000000003e-03	2.3788000000000000e-06	4	false	smoothSolver	1.8448599999999999e-02	9.9452499999999994e-06	40	true	smoothSolver	2.3833300000000002e-02	9.4991700000000001e-06	30	true	GAMG	3.0079999999999999e-02	2.2156799999999998e-03	1	true
4.345                   	smoothSolver	2.6141999999999999e-02	1.4043099999999999e-05	1000	7.7362100000000003e-03	2.3521100000000002e-06	4	false	smoothSolver	1.8789899999999998e-02	9.4606099999999995e-06	41	true	smoothSolver	2.3824300000000000e-02	9.7340899999999998e-06	23	true	GAMG	2.9593899999999999e-02	2.1455799999999998e-03	1	true
4.35                    	smoothSolver	2.5443600000000000e-02	1.4152799999999999e-05	1000	7.7332199999999999e-03	2.3477800000000001e-06	4	false	smoothSolver	1.8443999999999999e-02	9.9651200000000002e-06	40	true	smoothSolver	2.3815099999999999e-02	9.9555199999999995e-06	31	true	GAMG	2.9112400000000000e-02	2.0952800000000001e-03	1	true
4.355                   	smoothSolver	2.8457400000000001e-02	1.4417699999999999e-05	1000	7.7301599999999998e-03	2.3386200000000001e-06	4	false	smoothSolver	1.9317600000000001e-02	9.7498299999999998e-06	41	true	smoothSolver	2.3806100000000000e-02	9.7435400000000002e-06	32	true	GAMG	3.1000100000000003e-01	2.1623500000000000e-02	1	true
4.36                    	smoothSolver	2.5517000000000001e-02	1.4561100000000000e-05	1000	7.7283400000000002e-03	2.4071400000000000e-06	4	false	smoothSolver	1.9473299999999999e-02	9.8009999999999998e-06	41	true	smoothSolver	2.3797499999999999e-02	9.0039099999999993e-06	26	true	GAMG	2.9848199999999998e-02	2.5352000000000000e-03	1	true
