# Momentum        
#
# Time            	(momentum_x momentum_y momentum_z)	volume            
1.44              	(4.2739677409e-08 4.4676367250e-08 0.0000000000e+00)	1.0000000000e-04
1.445             	(4.2748674328e-08 4.4663820903e-08 0.0000000000e+00)	1.0000000000e-04
1.45              	(4.2761532141e-08 4.4650776703e-08 0.0000000000e+00)	1.0000000000e-04
1.455             	(4.2778434264e-08 4.4677634139e-08 0.0000000000e+00)	1.0000000000e-04
1.46              	(4.2787614937e-08 4.4692898408e-08 0.0000000000e+00)	1.0000000000e-04
1.465             	(4.2797147185e-08 4.4703920935e-08 0.0000000000e+00)	1.0000000000e-04
1.47              	(4.2806163921e-08 4.4715968085e-08 0.0000000000e+00)	1.0000000000e-04
1.475             	(4.2814407489e-08 4.4726744442e-08 0.0000000000e+00)	1.0000000000e-04
1.48              	(4.2825450528e-08 4.4755023145e-08 0.0000000000e+00)	1.0000000000e-04
1.485             	(4.2827398998e-08 4.4764581462e-08 0.0000000000e+00)	1.0000000000e-04
1.49              	(4.2830335665e-08 4.4770350553e-08 0.0000000000e+00)	1.0000000000e-04
1.495             	(4.2856684207e-08 4.4776059868e-08 0.0000000000e+00)	1.0000000000e-04
1.5               	(4.2884882827e-08 4.4779826185e-08 0.0000000000e+00)	1.0000000000e-04
1.505             	(4.2922134163e-08 4.4800054002e-08 0.0000000000e+00)	1.0000000000e-04
1.51              	(4.2968496628e-08 4.4800639861e-08 0.0000000000e+00)	1.0000000000e-04
1.515             	(4.2973638169e-08 4.4795418866e-08 0.0000000000e+00)	1.0000000000e-04
1.52              	(4.2934742940e-08 4.4788882921e-08 0.0000000000e+00)	1.0000000000e-04
1.525             	(4.2937857642e-08 4.4779412572e-08 0.0000000000e+00)	1.0000000000e-04
1.53              	(4.2924602675e-08 4.4788168023e-08 0.0000000000e+00)	1.0000000000e-04
1.535             	(4.2840360195e-08 4.4779525926e-08 0.0000000000e+00)	1.0000000000e-04
1.54              	(4.2739296807e-08 4.4767483144e-08 0.0000000000e+00)	1.0000000000e-04
1.545             	(4.2695872217e-08 4.4755680077e-08 0.0000000000e+00)	1.0000000000e-04
1.55              	(4.2730176199e-08 4.4742350822e-08 0.0000000000e+00)	1.0000000000e-04
1.555             	(4.2764417853e-08 4.4745867122e-08 0.0000000000e+00)	1.0000000000e-04
1.56              	(4.2748472581e-08 4.4731188460e-08 0.0000000000e+00)	1.0000000000e-04
1.565             	(4.2719675890e-08 4.4712172086e-08 0.0000000000e+00)	1.0000000000e-04
1.57              	(4.2681064233e-08 4.4694366863e-08 0.0000000000e+00)	1.0000000000e-04
1.575             	(4.2645615617e-08 4.4674256327e-08 0.0000000000e+00)	1.0000000000e-04
1.58              	(4.2615412049e-08 4.4670454268e-08 0.0000000000e+00)	1.0000000000e-04
1.585             	(4.2579138880e-08 4.4646650884e-08 0.0000000000e+00)	1.0000000000e-04
1.59              	(4.2542174859e-08 4.4618279902e-08 0.0000000000e+00)	1.0000000000e-04
1.595             	(4.2502053347e-08 4.4576371123e-08 0.0000000000e+00)	1.0000000000e-04
1.6               	(4.2467280442e-08 4.4538813992e-08 0.0000000000e+00)	1.0000000000e-04
1.605             	(4.2421176308e-08 4.4528535623e-08 0.0000000000e+00)	1.0000000000e-04
1.61              	(4.2401909446e-08 4.4476913536e-08 0.0000000000e+00)	1.0000000000e-04
1.615             	(4.2398554692e-08 4.4425961356e-08 0.0000000000e+00)	1.0000000000e-04
1.62              	(4.2392793827e-08 4.4350465306e-08 0.0000000000e+00)	1.0000000000e-04
1.625             	(4.2385205081e-08 4.4246690411e-08 0.0000000000e+00)	1.0000000000e-04
1.63              	(4.2380315892e-08 4.4171174762e-08 0.0000000000e+00)	1.0000000000e-04
1.635             	(4.2370353795e-08 4.4060594594e-08 0.0000000000e+00)	1.0000000000e-04
1.64              	(4.2359178181e-08 4.3992475416e-08 0.0000000000e+00)	1.0000000000e-04
1.645             	(4.2347912909e-08 4.3963016628e-08 0.0000000000e+00)	1.0000000000e-04
1.65              	(4.2336472371e-08 4.3923429984e-08 0.0000000000e+00)	1.0000000000e-04
1.655             	(4.2337418878e-08 4.3921811484e-08 0.0000000000e+00)	1.0000000000e-04
1.66              	(4.2336483729e-08 4.3915241059e-08 0.0000000000e+00)	1.0000000000e-04
1.665             	(4.2329077309e-08 4.3909901338e-08 0.0000000000e+00)	1.0000000000e-04
1.67              	(4.2331275732e-08 4.3893652020e-08 0.0000000000e+00)	1.0000000000e-04
1.675             	(4.2339319324e-08 4.3860556689e-08 0.0000000000e+00)	1.0000000000e-04
1.68              	(4.2343544651e-08 4.3855860114e-08 0.0000000000e+00)	1.0000000000e-04
1.685             	(4.2341789078e-08 4.3852714479e-08 0.0000000000e+00)	1.0000000000e-04
1.69              	(4.2338970430e-08 4.3882790694e-08 0.0000000000e+00)	1.0000000000e-04
1.695             	(4.2335553395e-08 4.3905807520e-08 0.0000000000e+00)	1.0000000000e-04
1.7               	(4.2334409533e-08 4.3920522563e-08 0.0000000000e+00)	1.0000000000e-04
1.705             	(4.2336683289e-08 4.3945922852e-08 0.0000000000e+00)	1.0000000000e-04
1.71              	(4.2342109343e-08 4.3948769788e-08 0.0000000000e+00)	1.0000000000e-04
1.715             	(4.2346084151e-08 4.3944645209e-08 0.0000000000e+00)	1.0000000000e-04
1.72              	(4.2350066317e-08 4.3935983386e-08 0.0000000000e+00)	1.0000000000e-04
1.725             	(4.2353158361e-08 4.3920736458e-08 0.0000000000e+00)	1.0000000000e-04
1.73              	(4.2356298033e-08 4.3909586934e-08 0.0000000000e+00)	1.0000000000e-04
1.735             	(4.2358855255e-08 4.3881451712e-08 0.0000000000e+00)	1.0000000000e-04
1.74              	(4.2355791381e-08 4.3875465684e-08 0.0000000000e+00)	1.0000000000e-04
1.745             	(4.2349628242e-08 4.3877839691e-08 0.0000000000e+00)	1.0000000000e-04
1.75              	(4.2375844987e-08 4.3875889278e-08 0.0000000000e+00)	1.0000000000e-04
1.755             	(4.2396621846e-08 4.3887918304e-08 0.0000000000e+00)	1.0000000000e-04
1.76              	(4.2403815158e-08 4.3880187456e-08 0.0000000000e+00)	1.0000000000e-04
1.765             	(4.2406687829e-08 4.3866200917e-08 0.0000000000e+00)	1.0000000000e-04
1.77              	(4.2410232890e-08 4.3846807029e-08 0.0000000000e+00)	1.0000000000e-04
1.775             	(4.2413760135e-08 4.3823793687e-08 0.0000000000e+00)	1.0000000000e-04
1.78              	(4.2419701718e-08 4.3820535062e-08 0.0000000000e+00)	1.0000000000e-04
1.785             	(4.2423536104e-08 4.3802978972e-08 0.0000000000e+00)	1.0000000000e-04
1.79              	(4.2426160748e-08 4.3782620534e-08 0.0000000000e+00)	1.0000000000e-04
1.795             	(4.2428907593e-08 4.3764168262e-08 0.0000000000e+00)	1.0000000000e-04
1.8               	(4.2430885629e-08 4.3745190896e-08 0.0000000000e+00)	1.0000000000e-04
1.805             	(4.2434386463e-08 4.3742307170e-08 0.0000000000e+00)	1.0000000000e-04
1.81              	(4.2432062368e-08 4.3724036285e-08 0.0000000000e+00)	1.0000000000e-04
1.815             	(4.2417091203e-08 4.3704805259e-08 0.0000000000e+00)	1.0000000000e-04
1.82              	(4.2402601934e-08 4.3691004559e-08 0.0000000000e+00)	1.0000000000e-04
1.825             	(4.2386981078e-08 4.3669341727e-08 0.0000000000e+00)	1.0000000000e-04
1.83              	(4.2369810636e-08 4.3663286418e-08 0.0000000000e+00)	1.0000000000e-04
1.835             	(4.2351236282e-08 4.3640505389e-08 0.0000000000e+00)	1.0000000000e-04
1.84              	(4.2350521818e-08 4.3615792295e-08 0.0000000000e+00)	1.0000000000e-04
1.845             	(4.2352277521e-08 4.3592021567e-08 0.0000000000e+00)	1.0000000000e-04
1.85              	(4.2353748826e-08 4.3567579228e-08 0.0000000000e+00)	1.0000000000e-04
1.855             	(4.2358187423e-08 4.3557828795e-08 0.0000000000e+00)	1.0000000000e-04
1.86              	(4.2359855033e-08 4.3529994773e-08 0.0000000000e+00)	1.0000000000e-04
1.865             	(4.2360498060e-08 4.3515142879e-08 0.0000000000e+00)	1.0000000000e-04
1.87              	(4.2361453414e-08 4.3504523039e-08 0.0000000000e+00)	1.0000000000e-04
1.875             	(4.2362606581e-08 4.3509446779e-08 0.0000000000e+00)	1.0000000000e-04
1.88              	(4.2367166699e-08 4.3528907430e-08 0.0000000000e+00)	1.0000000000e-04
1.885             	(4.2369670831e-08 4.3532478260e-08 0.0000000000e+00)	1.0000000000e-04
1.89              	(4.2371637831e-08 4.3533369781e-08 0.0000000000e+00)	1.0000000000e-04
1.895             	(4.2373524326e-08 4.3533435373e-08 0.0000000000e+00)	1.0000000000e-04
1.9               	(4.2375991942e-08 4.3532491491e-08 0.0000000000e+00)	1.0000000000e-04
1.905             	(4.2382455439e-08 4.3547545207e-08 0.0000000000e+00)	1.0000000000e-04
1.91              	(4.2387688165e-08 4.3546340454e-08 0.0000000000e+00)	1.0000000000e-04
1.915             	(4.2392644692e-08 4.3542910486e-08 0.0000000000e+00)	1.0000000000e-04
1.92              	(4.2398471683e-08 4.3539512608e-08 0.0000000000e+00)	1.0000000000e-04
1.925             	(4.2405314547e-08 4.3535689473e-08 0.0000000000e+00)	1.0000000000e-04
1.93              	(4.2416632648e-08 4.3548150065e-08 0.0000000000e+00)	1.0000000000e-04
1.935             	(4.2416472915e-08 4.3544409923e-08 0.0000000000e+00)	1.0000000000e-04
1.94              	(4.2418350102e-08 4.3538887510e-08 0.0000000000e+00)	1.0000000000e-04
1.945             	(4.2400817358e-08 4.3533845931e-08 0.0000000000e+00)	1.0000000000e-04
1.95              	(4.2390553952e-08 4.3528555087e-08 0.0000000000e+00)	1.0000000000e-04
1.955             	(4.2385521340e-08 4.3540064240e-08 0.0000000000e+00)	1.0000000000e-04
1.96              	(4.2373139485e-08 4.3535695754e-08 0.0000000000e+00)	1.0000000000e-04
1.965             	(4.2341519802e-08 4.3530781333e-08 0.0000000000e+00)	1.0000000000e-04
1.97              	(4.2320999505e-08 4.3529472538e-08 0.0000000000e+00)	1.0000000000e-04
1.975             	(4.2304486212e-08 4.3531812049e-08 0.0000000000e+00)	1.0000000000e-04
1.98              	(4.2274992417e-08 4.3539452799e-08 0.0000000000e+00)	1.0000000000e-04
1.985             	(4.2243107023e-08 4.3538693675e-08 0.0000000000e+00)	1.0000000000e-04
1.99              	(4.2209439850e-08 4.3561784585e-08 0.0000000000e+00)	1.0000000000e-04
1.995             	(4.2196402251e-08 4.3543437336e-08 0.0000000000e+00)	1.0000000000e-04
2                 	(4.2189231506e-08 4.3491864286e-08 0.0000000000e+00)	1.0000000000e-04
2.005             	(4.2200678838e-08 4.3452224092e-08 0.0000000000e+00)	1.0000000000e-04
2.01              	(4.2208777219e-08 4.3400441852e-08 0.0000000000e+00)	1.0000000000e-04
2.015             	(4.2216840800e-08 4.3381354168e-08 0.0000000000e+00)	1.0000000000e-04
2.02              	(4.2230266266e-08 4.3360627674e-08 0.0000000000e+00)	1.0000000000e-04
2.025             	(4.2249122977e-08 4.3330793276e-08 0.0000000000e+00)	1.0000000000e-04
2.03              	(4.2252165799e-08 4.3305375241e-08 0.0000000000e+00)	1.0000000000e-04
2.035             	(4.2248398858e-08 4.3279839302e-08 0.0000000000e+00)	1.0000000000e-04
2.04              	(4.2219426110e-08 4.3246364104e-08 0.0000000000e+00)	1.0000000000e-04
2.045             	(4.2192005871e-08 4.3202232346e-08 0.0000000000e+00)	1.0000000000e-04
2.05              	(4.2169792860e-08 4.3161628296e-08 0.0000000000e+00)	1.0000000000e-04
2.055             	(4.2163891534e-08 4.3158135662e-08 0.0000000000e+00)	1.0000000000e-04
2.06              	(4.2167599030e-08 4.3170356025e-08 0.0000000000e+00)	1.0000000000e-04
2.065             	(4.2172820521e-08 4.3172972139e-08 0.0000000000e+00)	1.0000000000e-04
2.07              	(4.2177893934e-08 4.3167864089e-08 0.0000000000e+00)	1.0000000000e-04
2.075             	(4.2182963023e-08 4.3154965738e-08 0.0000000000e+00)	1.0000000000e-04
2.08              	(4.2190108221e-08 4.3148981054e-08 0.0000000000e+00)	1.0000000000e-04
2.085             	(4.2196771706e-08 4.3112525195e-08 0.0000000000e+00)	1.0000000000e-04
2.09              	(4.2202676599e-08 4.3081013534e-08 0.0000000000e+00)	1.0000000000e-04
2.095             	(4.2209321848e-08 4.3074140361e-08 0.0000000000e+00)	1.0000000000e-04
2.1               	(4.2216570730e-08 4.3062774345e-08 0.0000000000e+00)	1.0000000000e-04
2.105             	(4.2226429434e-08 4.3057888484e-08 0.0000000000e+00)	1.0000000000e-04
2.11              	(4.2221736889e-08 4.3060520925e-08 0.0000000000e+00)	1.0000000000e-04
2.115             	(4.2218079407e-08 4.3081631432e-08 0.0000000000e+00)	1.0000000000e-04
2.12              	(4.2221043971e-08 4.3105661429e-08 0.0000000000e+00)	1.0000000000e-04
2.125             	(4.2229290238e-08 4.3126206623e-08 0.0000000000e+00)	1.0000000000e-04
2.13              	(4.2229281125e-08 4.3159429923e-08 0.0000000000e+00)	1.0000000000e-04
2.135             	(4.2215072700e-08 4.3175130193e-08 0.0000000000e+00)	1.0000000000e-04
2.14              	(4.2202110632e-08 4.3187028230e-08 0.0000000000e+00)	1.0000000000e-04
2.145             	(4.2191616435e-08 4.3198225765e-08 0.0000000000e+00)	1.0000000000e-04
2.15              	(4.2182050705e-08 4.3208793655e-08 0.0000000000e+00)	1.0000000000e-04
2.155             	(4.2174567662e-08 4.3235276664e-08 0.0000000000e+00)	1.0000000000e-04
2.16              	(4.2173306879e-08 4.3253914362e-08 0.0000000000e+00)	1.0000000000e-04
2.165             	(4.2173495914e-08 4.3254441494e-08 0.0000000000e+00)	1.0000000000e-04
2.17              	(4.2174428894e-08 4.3257721378e-08 0.0000000000e+00)	1.0000000000e-04
2.175             	(4.2176148709e-08 4.3262786348e-08 0.0000000000e+00)	1.0000000000e-04
2.18              	(4.2180417431e-08 4.3284573718e-08 0.0000000000e+00)	1.0000000000e-04
2.185             	(4.2184121965e-08 4.3290750295e-08 0.0000000000e+00)	1.0000000000e-04
2.19              	(4.2187184977e-08 4.3287841227e-08 0.0000000000e+00)	1.0000000000e-04
2.195             	(4.2190555929e-08 4.3302500103e-08 0.0000000000e+00)	1.0000000000e-04
2.2               	(4.2194345801e-08 4.3331100502e-08 0.0000000000e+00)	1.0000000000e-04
2.205             	(4.2199782899e-08 4.3369230205e-08 0.0000000000e+00)	1.0000000000e-04
2.21              	(4.2203617751e-08 4.3376343868e-08 0.0000000000e+00)	1.0000000000e-04
2.215             	(4.2203871191e-08 4.3368479712e-08 0.0000000000e+00)	1.0000000000e-04
2.22              	(4.2209794608e-08 4.3356699880e-08 0.0000000000e+00)	1.0000000000e-04
2.225             	(4.2218145255e-08 4.3314702839e-08 0.0000000000e+00)	1.0000000000e-04
2.23              	(4.2228254111e-08 4.3299253833e-08 0.0000000000e+00)	1.0000000000e-04
2.235             	(4.2237987664e-08 4.3270366175e-08 0.0000000000e+00)	1.0000000000e-04
2.24              	(4.2247371537e-08 4.3237515467e-08 0.0000000000e+00)	1.0000000000e-04
2.245             	(4.2259676397e-08 4.3209883260e-08 0.0000000000e+00)	1.0000000000e-04
2.25              	(4.2276236881e-08 4.3176065496e-08 0.0000000000e+00)	1.0000000000e-04
2.255             	(4.2284791296e-08 4.3156560209e-08 0.0000000000e+00)	1.0000000000e-04
2.26              	(4.2287471343e-08 4.3125028506e-08 0.0000000000e+00)	1.0000000000e-04
2.265             	(4.2288002312e-08 4.3090949858e-08 0.0000000000e+00)	1.0000000000e-04
2.27              	(4.2289595097e-08 4.3059575108e-08 0.0000000000e+00)	1.0000000000e-04
2.275             	(4.2291898369e-08 4.3030521021e-08 0.0000000000e+00)	1.0000000000e-04
2.28              	(4.2296150184e-08 4.3018731137e-08 0.0000000000e+00)	1.0000000000e-04
2.285             	(4.2299909954e-08 4.2993626871e-08 0.0000000000e+00)	1.0000000000e-04
2.29              	(4.2302446622e-08 4.2966195687e-08 0.0000000000e+00)	1.0000000000e-04
2.295             	(4.2305184765e-08 4.2940274832e-08 0.0000000000e+00)	1.0000000000e-04
2.3               	(4.2307823533e-08 4.2915009286e-08 0.0000000000e+00)	1.0000000000e-04
2.305             	(4.2311981135e-08 4.2906334740e-08 0.0000000000e+00)	1.0000000000e-04
2.31              	(4.2315544263e-08 4.2883425666e-08 0.0000000000e+00)	1.0000000000e-04
2.315             	(4.2317790272e-08 4.2857950935e-08 0.0000000000e+00)	1.0000000000e-04
2.32              	(4.2320166753e-08 4.2833746919e-08 0.0000000000e+00)	1.0000000000e-04
2.325             	(4.2322194965e-08 4.2810059140e-08 0.0000000000e+00)	1.0000000000e-04
2.33              	(4.2325401772e-08 4.2802704528e-08 0.0000000000e+00)	1.0000000000e-04
2.335             	(4.2326808121e-08 4.2780541111e-08 0.0000000000e+00)	1.0000000000e-04
2.34              	(4.2327370199e-08 4.2755912841e-08 0.0000000000e+00)	1.0000000000e-04
2.345             	(4.2328549001e-08 4.2732459668e-08 0.0000000000e+00)	1.0000000000e-04
2.35              	(4.2330181118e-08 4.2709412671e-08 0.0000000000e+00)	1.0000000000e-04
2.355             	(4.2333864606e-08 4.2702957136e-08 0.0000000000e+00)	1.0000000000e-04
2.36              	(4.2337732690e-08 4.2682174823e-08 0.0000000000e+00)	1.0000000000e-04
2.365             	(4.2340823569e-08 4.2659123756e-08 0.0000000000e+00)	1.0000000000e-04
2.37              	(4.2344664760e-08 4.2637531506e-08 0.0000000000e+00)	1.0000000000e-04
2.375             	(4.2349030246e-08 4.2616462639e-08 0.0000000000e+00)	1.0000000000e-04
2.38              	(4.2355520826e-08 4.2611800776e-08 0.0000000000e+00)	1.0000000000e-04
2.385             	(4.2362816033e-08 4.2592459901e-08 0.0000000000e+00)	1.0000000000e-04
2.39              	(4.2370292167e-08 4.2570650307e-08 0.0000000000e+00)	1.0000000000e-04
2.395             	(4.2381685757e-08 4.2550188612e-08 0.0000000000e+00)	1.0000000000e-04
2.4               	(4.2393090927e-08 4.2530131688e-08 0.0000000000e+00)	1.0000000000e-04
2.405             	(4.2395472572e-08 4.2526435118e-08 0.0000000000e+00)	1.0000000000e-04
2.41              	(4.2395929204e-08 4.2508244170e-08 0.0000000000e+00)	1.0000000000e-04
2.415             	(4.2395638264e-08 4.2487792787e-08 0.0000000000e+00)	1.0000000000e-04
2.42              	(4.2396197590e-08 4.2468958554e-08 0.0000000000e+00)	1.0000000000e-04
2.425             	(4.2397255479e-08 4.2450709364e-08 0.0000000000e+00)	1.0000000000e-04
2.43              	(4.2400151650e-08 4.2448959967e-08 0.0000000000e+00)	1.0000000000e-04
2.435             	(4.2403352699e-08 4.2432541832e-08 0.0000000000e+00)	1.0000000000e-04
2.44              	(4.2405406430e-08 4.2413601140e-08 0.0000000000e+00)	1.0000000000e-04
2.445             	(4.2407883372e-08 4.2396037627e-08 0.0000000000e+00)	1.0000000000e-04
2.45              	(4.2410508017e-08 4.2378806530e-08 0.0000000000e+00)	1.0000000000e-04
2.455             	(4.2414668658e-08 4.2377983165e-08 0.0000000000e+00)	1.0000000000e-04
2.46              	(4.2419022595e-08 4.2362794937e-08 0.0000000000e+00)	1.0000000000e-04
2.465             	(4.2422027796e-08 4.2345895904e-08 0.0000000000e+00)	1.0000000000e-04
2.47              	(4.2425340571e-08 4.2332156394e-08 0.0000000000e+00)	1.0000000000e-04
2.475             	(4.2428701893e-08 4.2323027504e-08 0.0000000000e+00)	1.0000000000e-04
2.48              	(4.2433477323e-08 4.2346780342e-08 0.0000000000e+00)	1.0000000000e-04
2.485             	(4.2438323732e-08 4.2327102417e-08 0.0000000000e+00)	1.0000000000e-04
2.49              	(4.2441731861e-08 4.2283647985e-08 0.0000000000e+00)	1.0000000000e-04
2.495             	(4.2445503989e-08 4.2242677094e-08 0.0000000000e+00)	1.0000000000e-04
2.5               	(4.2449408821e-08 4.2203014135e-08 0.0000000000e+00)	1.0000000000e-04
2.505             	(-1.0000000464e-04 -3.2379994258e-10 0.0000000000e+00)	1.0000000000e-04
2.51              	(-9.9999998055e-05 -1.4403996548e-10 0.0000000000e+00)	1.0000000000e-04
2.515             	(-9.9999999917e-05 -8.6990009854e-11 0.0000000000e+00)	1.0000000000e-04
2.52              	(-9.9999997510e-05 -5.9901855263e-11 0.0000000000e+00)	1.0000000000e-04
2.525             	(-9.9999996897e-05 -4.9103880195e-11 0.0000000000e+00)	1.0000000000e-04
2.53              	(-9.9999996630e-05 -4.1135938304e-11 0.0000000000e+00)	1.0000000000e-04
2.535             	(-9.9999996794e-05 -3.3391965837e-11 0.0000000000e+00)	1.0000000000e-04
2.54              	(-9.9999997028e-05 -2.7842450718e-11 0.0000000000e+00)	1.0000000000e-04
2.545             	(-9.9999997226e-05 -2.3390007083e-11 0.0000000000e+00)	1.0000000000e-04
2.55              	(-9.9999997285e-05 -1.8821705189e-11 0.0000000000e+00)	1.0000000000e-04
2.555             	(-9.9999997243e-05 -1.4403335635e-11 0.0000000000e+00)	1.0000000000e-04
2.56              	(-9.9999997102e-05 -9.3751320591e-12 0.0000000000e+00)	1.0000000000e-04
2.565             	(-9.9999996647e-05 -3.5786491583e-12 0.0000000000e+00)	1.0000000000e-04
2.57              	(-9.9999996092e-05 2.0228787469e-12 0.0000000000e+00)	1.0000000000e-04
2.575             	(-9.9999995353e-05 8.4323181209e-12 0.0000000000e+00)	1.0000000000e-04
2.58              	(-9.9999994639e-05 1.5525221672e-11 0.0000000000e+00)	1.0000000000e-04
2.585             	(-9.9999993796e-05 2.2727992862e-11 0.0000000000e+00)	1.0000000000e-04
2.59              	(-9.9999992747e-05 3.0347154697e-11 0.0000000000e+00)	1.0000000000e-04
2.595             	(-9.9999991771e-05 3.6726079394e-11 0.0000000000e+00)	1.0000000000e-04
2.6               	(-9.9999990936e-05 4.2112851114e-11 0.0000000000e+00)	1.0000000000e-04
2.605             	(-9.9999990376e-05 4.5741955373e-11 0.0000000000e+00)	1.0000000000e-04
2.61              	(-9.9999990069e-05 4.8279402772e-11 0.0000000000e+00)	1.0000000000e-04
2.615             	(-9.9999989922e-05 4.8848940343e-11 0.0000000000e+00)	1.0000000000e-04
2.62              	(-9.9999989997e-05 4.7546653202e-11 0.0000000000e+00)	1.0000000000e-04
2.625             	(-9.9999990255e-05 4.4324946967e-11 0.0000000000e+00)	1.0000000000e-04
2.63              	(-9.9999990511e-05 3.9066848039e-11 0.0000000000e+00)	1.0000000000e-04
2.635             	(-9.9999991027e-05 3.3041985922e-11 0.0000000000e+00)	1.0000000000e-04
2.64              	(-9.9999991550e-05 2.5845295833e-11 0.0000000000e+00)	1.0000000000e-04
2.645             	(-9.9999992090e-05 1.9576701553e-11 0.0000000000e+00)	1.0000000000e-04
2.65              	(-9.9999992614e-05 1.4929245064e-11 0.0000000000e+00)	1.0000000000e-04
2.655             	(-9.9999992896e-05 1.0679633376e-11 0.0000000000e+00)	1.0000000000e-04
2.66              	(-9.9999993492e-05 7.8395651258e-12 0.0000000000e+00)	1.0000000000e-04
2.665             	(-9.9999993938e-05 5.7840853394e-12 0.0000000000e+00)	1.0000000000e-04
2.67              	(-9.9999994379e-05 5.1929012712e-12 0.0000000000e+00)	1.0000000000e-04
2.675             	(-9.9999994760e-05 4.4470468741e-12 0.0000000000e+00)	1.0000000000e-04
2.68              	(-9.9999994980e-05 3.9806747335e-12 0.0000000000e+00)	1.0000000000e-04
2.685             	(-9.9999995375e-05 3.5975249660e-12 0.0000000000e+00)	1.0000000000e-04
2.69              	(-9.9999995683e-05 3.0338705991e-12 0.0000000000e+00)	1.0000000000e-04
2.695             	(-9.9999995988e-05 2.7683748778e-12 0.0000000000e+00)	1.0000000000e-04
2.7               	(-9.9999996259e-05 2.4062013590e-12 0.0000000000e+00)	1.0000000000e-04
2.705             	(-9.9999996436e-05 2.0629445408e-12 0.0000000000e+00)	1.0000000000e-04
2.71              	(-9.9999996715e-05 1.7640801903e-12 0.0000000000e+00)	1.0000000000e-04
2.715             	(-9.9999996938e-05 1.3489427416e-12 0.0000000000e+00)	1.0000000000e-04
2.72              	(-9.9999997158e-05 1.1126425343e-12 0.0000000000e+00)	1.0000000000e-04
2.725             	(-9.9999997355e-05 8.4241132891e-13 0.0000000000e+00)	1.0000000000e-04
2.73              	(-9.9999997491e-05 6.1838255923e-13 0.0000000000e+00)	1.0000000000e-04
2.735             	(-9.9999997687e-05 4.4381868882e-13 0.0000000000e+00)	1.0000000000e-04
2.74              	(-9.9999997848e-05 2.3461537918e-13 0.0000000000e+00)	1.0000000000e-04
2.745             	(-9.9999998005e-05 8.8654800180e-14 0.0000000000e+00)	1.0000000000e-04
2.75              	(-9.9999998145e-05 -5.1672369511e-14 0.0000000000e+00)	1.0000000000e-04
2.755             	(-9.9999998246e-05 -1.8692072617e-13 0.0000000000e+00)	1.0000000000e-04
2.76              	(-9.9999998384e-05 -3.1260509135e-13 0.0000000000e+00)	1.0000000000e-04
2.765             	(-9.9999998499e-05 -4.4068571230e-13 0.0000000000e+00)	1.0000000000e-04
2.77              	(-9.9999998610e-05 -5.5437403839e-13 0.0000000000e+00)	1.0000000000e-04
2.775             	(-9.9999998710e-05 -6.5596927333e-13 0.0000000000e+00)	1.0000000000e-04
2.78              	(-9.9999998782e-05 -7.4781779753e-13 0.0000000000e+00)	1.0000000000e-04
2.785             	(-9.9999998878e-05 -8.1492254754e-13 0.0000000000e+00)	1.0000000000e-04
2.79              	(-9.9999998960e-05 -8.7165293362e-13 0.0000000000e+00)	1.0000000000e-04
2.795             	(-9.9999999038e-05 -9.0275586477e-13 0.0000000000e+00)	1.0000000000e-04
2.8               	(-9.9999999108e-05 -9.2108440649e-13 0.0000000000e+00)	1.0000000000e-04
2.805             	(-9.9999999158e-05 -9.3712561949e-13 0.0000000000e+00)	1.0000000000e-04
2.81              	(-9.9999999225e-05 -9.4781973636e-13 0.0000000000e+00)	1.0000000000e-04
2.815             	(-9.9999999282e-05 -9.5721707926e-13 0.0000000000e+00)	1.0000000000e-04
2.82              	(-9.9999999337e-05 -9.5897004049e-13 0.0000000000e+00)	1.0000000000e-04
2.825             	(-9.9999999386e-05 -9.5572718215e-13 0.0000000000e+00)	1.0000000000e-04
2.83              	(-9.9999999420e-05 -9.4622967039e-13 0.0000000000e+00)	1.0000000000e-04
2.835             	(-9.9999999467e-05 -9.3445592394e-13 0.0000000000e+00)	1.0000000000e-04
2.84              	(-9.9999999507e-05 -9.1450085898e-13 0.0000000000e+00)	1.0000000000e-04
2.845             	(-9.9999999545e-05 -8.8845609081e-13 0.0000000000e+00)	1.0000000000e-04
2.85              	(-9.9999999580e-05 -8.6219206912e-13 0.0000000000e+00)	1.0000000000e-04
2.855             	(-9.9999999602e-05 -8.2839755687e-13 0.0000000000e+00)	1.0000000000e-04
2.86              	(-9.9999999634e-05 -8.0124214815e-13 0.0000000000e+00)	1.0000000000e-04
2.865             	(-9.9999999663e-05 -7.7239916280e-13 0.0000000000e+00)	1.0000000000e-04
2.87              	(-9.9999999689e-05 -7.4482260750e-13 0.0000000000e+00)	1.0000000000e-04
2.875             	(-9.9999999713e-05 -7.1739332867e-13 0.0000000000e+00)	1.0000000000e-04
2.88              	(-9.9999999728e-05 -6.8899430955e-13 0.0000000000e+00)	1.0000000000e-04
2.885             	(-9.9999999750e-05 -6.6596968641e-13 0.0000000000e+00)	1.0000000000e-04
2.89              	(-9.9999999770e-05 -6.4281691631e-13 0.0000000000e+00)	1.0000000000e-04
2.895             	(-9.9999999788e-05 -6.1901523515e-13 0.0000000000e+00)	1.0000000000e-04
2.9               	(-9.9999999804e-05 -5.9415655815e-13 0.0000000000e+00)	1.0000000000e-04
2.905             	(-9.9999999814e-05 -5.7001216933e-13 0.0000000000e+00)	1.0000000000e-04
