# Momentum        
#
# Time            	(momentum_x momentum_y momentum_z)	volume            
2.91              	(-9.9999999829e-05 -5.4982271109e-13 0.0000000000e+00)	1.0000000000e-04
2.915             	(-9.9999999843e-05 -5.3240831908e-13 0.0000000000e+00)	1.0000000000e-04
2.92              	(-9.9999999855e-05 -5.1688971606e-13 0.0000000000e+00)	1.0000000000e-04
2.925             	(-9.9999999867e-05 -5.0695332077e-13 0.0000000000e+00)	1.0000000000e-04
2.93              	(-9.9999999872e-05 -4.9798214528e-13 0.0000000000e+00)	1.0000000000e-04
2.935             	(-9.9999999883e-05 -4.9013692599e-13 0.0000000000e+00)	1.0000000000e-04
2.94              	(-9.9999999892e-05 -4.8160188847e-13 0.0000000000e+00)	1.0000000000e-04
2.945             	(-9.9999999901e-05 -4.7158144370e-13 0.0000000000e+00)	1.0000000000e-04
2.95              	(-9.9999999909e-05 -4.6113324907e-13 0.0000000000e+00)	1.0000000000e-04
2.955             	(-9.9999999912e-05 -4.4955581022e-13 0.0000000000e+00)	1.0000000000e-04
2.96              	(-9.9999999919e-05 -4.3799596479e-13 0.0000000000e+00)	1.0000000000e-04
2.965             	(-9.9999999926e-05 -4.2600229983e-13 0.0000000000e+00)	1.0000000000e-04
2.97              	(-9.9999999932e-05 -4.1326529769e-13 0.0000000000e+00)	1.0000000000e-04
2.975             	(-9.9999999938e-05 -4.0064359727e-13 0.0000000000e+00)	1.0000000000e-04
2.98              	(-9.9999999939e-05 -3.8664826307e-13 0.0000000000e+00)	1.0000000000e-04
2.985             	(-9.9999999944e-05 -3.7350055759e-13 0.0000000000e+00)	1.0000000000e-04
2.99              	(-9.9999999949e-05 -3.6058394608e-13 0.0000000000e+00)	1.0000000000e-04
2.995             	(-9.9999999953e-05 -3.4813756318e-13 0.0000000000e+00)	1.0000000000e-04
3                 	(-9.9999999957e-05 -3.3693015651e-13 0.0000000000e+00)	1.0000000000e-04
3.005             	(-9.9999999958e-05 -3.2655149543e-13 0.0000000000e+00)	1.0000000000e-04
3.01              	(-9.9999999961e-05 -3.1729287353e-13 0.0000000000e+00)	1.0000000000e-04
3.015             	(-9.9999999965e-05 -3.0919822658e-13 0.0000000000e+00)	1.0000000000e-04
3.02              	(-9.9999999968e-05 -3.0119071551e-13 0.0000000000e+00)	1.0000000000e-04
3.025             	(-9.9999999971e-05 -2.9412793571e-13 0.0000000000e+00)	1.0000000000e-04
3.03              	(-9.9999999971e-05 -2.8727363487e-13 0.0000000000e+00)	1.0000000000e-04
3.035             	(-9.9999999973e-05 -2.8094673210e-13 0.0000000000e+00)	1.0000000000e-04
3.04              	(-9.9999999976e-05 -2.7523631276e-13 0.0000000000e+00)	1.0000000000e-04
3.045             	(-9.9999999978e-05 -2.6961319150e-13 0.0000000000e+00)	1.0000000000e-04
3.05              	(-9.9999999980e-05 -2.6420806587e-13 0.0000000000e+00)	1.0000000000e-04
3.055             	(-9.9999999979e-05 -2.5815411494e-13 0.0000000000e+00)	1.0000000000e-04
3.06              	(-9.9999999981e-05 -2.5192252842e-13 0.0000000000e+00)	1.0000000000e-04
3.065             	(-9.9999999983e-05 -2.4555594045e-13 0.0000000000e+00)	1.0000000000e-04
3.07              	(-9.9999999985e-05 -2.3887248286e-13 0.0000000000e+00)	1.0000000000e-04
3.075             	(-9.9999999986e-05 -2.3221435549e-13 0.0000000000e+00)	1.0000000000e-04
3.08              	(-9.9999999985e-05 -2.2531471592e-13 0.0000000000e+00)	1.0000000000e-04
3.085             	(-9.9999999987e-05 -2.1842149595e-13 0.0000000000e+00)	1.0000000000e-04
3.09              	(-9.9999999988e-05 -2.1172117268e-13 0.0000000000e+00)	1.0000000000e-04
3.095             	(-9.9999999989e-05 -2.0481749614e-13 0.0000000000e+00)	1.0000000000e-04
3.1               	(-9.9999999990e-05 -1.9833396533e-13 0.0000000000e+00)	1.0000000000e-04
3.105             	(-9.9999999990e-05 -1.9191393300e-13 0.0000000000e+00)	1.0000000000e-04
3.11              	(-9.9999999990e-05 -1.8583154396e-13 0.0000000000e+00)	1.0000000000e-04
3.115             	(-9.9999999992e-05 -1.8014241917e-13 0.0000000000e+00)	1.0000000000e-04
3.12              	(-9.9999999992e-05 -1.7478583707e-13 0.0000000000e+00)	1.0000000000e-04
3.125             	(-9.9999999993e-05 -1.6985935301e-13 0.0000000000e+00)	1.0000000000e-04
3.13              	(-9.9999999992e-05 -1.6524268244e-13 0.0000000000e+00)	1.0000000000e-04
3.135             	(-9.9999999993e-05 -1.6074165345e-13 0.0000000000e+00)	1.0000000000e-04
3.14              	(-9.9999999994e-05 -1.5668520995e-13 0.0000000000e+00)	1.0000000000e-04
3.145             	(-9.9999999995e-05 -1.5274146752e-13 0.0000000000e+00)	1.0000000000e-04
3.15              	(-9.9999999995e-05 -1.4908586097e-13 0.0000000000e+00)	1.0000000000e-04
3.155             	(-9.9999999994e-05 -1.4562689686e-13 0.0000000000e+00)	1.0000000000e-04
3.16              	(-9.9999999995e-05 -1.4215784107e-13 0.0000000000e+00)	1.0000000000e-04
3.165             	(-9.9999999996e-05 -1.3893987515e-13 0.0000000000e+00)	1.0000000000e-04
3.17              	(-9.9999999996e-05 -1.3567888460e-13 0.0000000000e+00)	1.0000000000e-04
3.175             	(-9.9999999996e-05 -1.3242549183e-13 0.0000000000e+00)	1.0000000000e-04
3.18              	(-9.9999999996e-05 -1.2912602293e-13 0.0000000000e+00)	1.0000000000e-04
3.185             	(-9.9999999996e-05 -1.2562867829e-13 0.0000000000e+00)	1.0000000000e-04
3.19              	(-9.9999999997e-05 -1.2222786135e-13 0.0000000000e+00)	1.0000000000e-04
3.195             	(-9.9999999997e-05 -1.1875374156e-13 0.0000000000e+00)	1.0000000000e-04
3.2               	(-9.9999999997e-05 -1.1531130027e-13 0.0000000000e+00)	1.0000000000e-04
3.205             	(-9.9999999997e-05 -1.1190574162e-13 0.0000000000e+00)	1.0000000000e-04
3.21              	(-9.9999999997e-05 -1.0844627293e-13 0.0000000000e+00)	1.0000000000e-04
3.215             	(-9.9999999997e-05 -1.0508712751e-13 0.0000000000e+00)	1.0000000000e-04
3.22              	(-9.9999999998e-05 -1.0171877691e-13 0.0000000000e+00)	1.0000000000e-04
3.225             	(-9.9999999998e-05 -9.8408509740e-14 0.0000000000e+00)	1.0000000000e-04
3.23              	(-9.9999999997e-05 -9.5224775787e-14 0.0000000000e+00)	1.0000000000e-04
3.235             	(-9.9999999998e-05 -9.2094388210e-14 0.0000000000e+00)	1.0000000000e-04
3.24              	(-9.9999999998e-05 -8.9166675167e-14 0.0000000000e+00)	1.0000000000e-04
3.245             	(-9.9999999998e-05 -8.6387403919e-14 0.0000000000e+00)	1.0000000000e-04
3.25              	(-9.9999999999e-05 -8.3776294715e-14 0.0000000000e+00)	1.0000000000e-04
3.255             	(-9.9999999998e-05 -8.1342345055e-14 0.0000000000e+00)	1.0000000000e-04
3.26              	(-9.9999999998e-05 -7.8931100726e-14 0.0000000000e+00)	1.0000000000e-04
3.265             	(-9.9999999998e-05 -7.6716416328e-14 0.0000000000e+00)	1.0000000000e-04
3.27              	(-9.9999999999e-05 -7.4590932447e-14 0.0000000000e+00)	1.0000000000e-04
3.275             	(-9.9999999999e-05 -7.2579583716e-14 0.0000000000e+00)	1.0000000000e-04
3.28              	(-9.9999999998e-05 -7.0696291857e-14 0.0000000000e+00)	1.0000000000e-04
3.285             	(-9.9999999999e-05 -6.8787873957e-14 0.0000000000e+00)	1.0000000000e-04
3.29              	(-9.9999999999e-05 -6.7033346072e-14 0.0000000000e+00)	1.0000000000e-04
3.295             	(-9.9999999999e-05 -6.5296926280e-14 0.0000000000e+00)	1.0000000000e-04
3.3               	(-9.9999999999e-05 -6.3585523236e-14 0.0000000000e+00)	1.0000000000e-04
3.305             	(-9.9999999999e-05 -6.1898190317e-14 0.0000000000e+00)	1.0000000000e-04
3.31              	(-9.9999999999e-05 -6.0116504967e-14 0.0000000000e+00)	1.0000000000e-04
3.315             	(-9.9999999999e-05 -5.8400303401e-14 0.0000000000e+00)	1.0000000000e-04
3.32              	(-9.9999999999e-05 -5.6661116472e-14 0.0000000000e+00)	1.0000000000e-04
3.325             	(-9.9999999999e-05 -5.4933098517e-14 0.0000000000e+00)	1.0000000000e-04
3.33              	(-9.9999999999e-05 -5.3238347656e-14 0.0000000000e+00)	1.0000000000e-04
3.335             	(-9.9999999999e-05 -5.1505581228e-14 0.0000000000e+00)	1.0000000000e-04
3.34              	(-9.9999999999e-05 -4.9818185749e-14 0.0000000000e+00)	1.0000000000e-04
3.345             	(-9.9999999999e-05 -4.8135580905e-14 0.0000000000e+00)	1.0000000000e-04
3.35              	(-9.9999999999e-05 -4.6483914064e-14 0.0000000000e+00)	1.0000000000e-04
3.355             	(-9.9999999999e-05 -4.4905775158e-14 0.0000000000e+00)	1.0000000000e-04
3.36              	(-9.9999999999e-05 -4.3344762642e-14 0.0000000000e+00)	1.0000000000e-04
3.365             	(-9.9999999999e-05 -4.1876959651e-14 0.0000000000e+00)	1.0000000000e-04
3.37              	(-9.9999999999e-05 -4.0481470852e-14 0.0000000000e+00)	1.0000000000e-04
3.375             	(-1.0000000000e-04 -3.9164504853e-14 0.0000000000e+00)	1.0000000000e-04
3.38              	(-9.9999999999e-05 -3.7940746318e-14 0.0000000000e+00)	1.0000000000e-04
3.385             	(-9.9999999999e-05 -3.6726006212e-14 0.0000000000e+00)	1.0000000000e-04
3.39              	(-9.9999999999e-05 -3.5606225297e-14 0.0000000000e+00)	1.0000000000e-04
3.395             	(-1.0000000000e-04 -3.4539462984e-14 0.0000000000e+00)	1.0000000000e-04
3.4               	(-1.0000000000e-04 -3.3534265781e-14 0.0000000000e+00)	1.0000000000e-04
3.405             	(-9.9999999999e-05 -3.2591031636e-14 0.0000000000e+00)	1.0000000000e-04
3.41              	(-9.9999999999e-05 -3.1623811511e-14 0.0000000000e+00)	1.0000000000e-04
3.415             	(-1.0000000000e-04 -3.0703835828e-14 0.0000000000e+00)	1.0000000000e-04
3.42              	(-1.0000000000e-04 -2.9783262896e-14 0.0000000000e+00)	1.0000000000e-04
3.425             	(-1.0000000000e-04 -2.8866315067e-14 0.0000000000e+00)	1.0000000000e-04
3.43              	(-1.0000000000e-04 -2.7961084620e-14 0.0000000000e+00)	1.0000000000e-04
3.435             	(-1.0000000000e-04 -2.7016623242e-14 0.0000000000e+00)	1.0000000000e-04
3.44              	(-1.0000000000e-04 -2.6106778490e-14 0.0000000000e+00)	1.0000000000e-04
3.445             	(-1.0000000000e-04 -2.5178119164e-14 0.0000000000e+00)	1.0000000000e-04
3.45              	(-1.0000000000e-04 -2.4260147291e-14 0.0000000000e+00)	1.0000000000e-04
3.455             	(-1.0000000000e-04 -2.3369926577e-14 0.0000000000e+00)	1.0000000000e-04
3.46              	(-1.0000000000e-04 -2.2476639300e-14 0.0000000000e+00)	1.0000000000e-04
3.465             	(-1.0000000000e-04 -2.1630218363e-14 0.0000000000e+00)	1.0000000000e-04
3.47              	(-1.0000000000e-04 -2.0822410817e-14 0.0000000000e+00)	1.0000000000e-04
3.475             	(-1.0000000000e-04 -2.0060040006e-14 0.0000000000e+00)	1.0000000000e-04
3.48              	(-1.0000000000e-04 -1.9357275771e-14 0.0000000000e+00)	1.0000000000e-04
3.485             	(-1.0000000000e-04 -1.8664789591e-14 0.0000000000e+00)	1.0000000000e-04
3.49              	(-1.0000000000e-04 -1.8031903023e-14 0.0000000000e+00)	1.0000000000e-04
3.495             	(-1.0000000000e-04 -1.7432125617e-14 0.0000000000e+00)	1.0000000000e-04
3.5               	(-1.0000000000e-04 -1.6857833920e-14 0.0000000000e+00)	1.0000000000e-04
3.505             	(-1.0000000000e-04 -1.6308334433e-14 0.0000000000e+00)	1.0000000000e-04
3.51              	(-1.0000000000e-04 -1.5734190730e-14 0.0000000000e+00)	1.0000000000e-04
3.515             	(-1.0000000000e-04 -1.5185319945e-14 0.0000000000e+00)	1.0000000000e-04
3.52              	(-1.0000000000e-04 -1.4619489787e-14 0.0000000000e+00)	1.0000000000e-04
3.525             	(-1.0000000000e-04 -1.4055342496e-14 0.0000000000e+00)	1.0000000000e-04
3.53              	(-1.0000000000e-04 -1.3502587821e-14 0.0000000000e+00)	1.0000000000e-04
3.535             	(-1.0000000000e-04 -1.2934518874e-14 0.0000000000e+00)	1.0000000000e-04
3.54              	(-1.0000000000e-04 -1.2400416320e-14 0.0000000000e+00)	1.0000000000e-04
3.545             	(-1.0000000000e-04 -1.1880379674e-14 0.0000000000e+00)	1.0000000000e-04
3.55              	(-1.0000000000e-04 -1.1393016589e-14 0.0000000000e+00)	1.0000000000e-04
3.555             	(-1.0000000000e-04 -1.0945640344e-14 0.0000000000e+00)	1.0000000000e-04
3.56              	(-1.0000000000e-04 -1.0500489753e-14 0.0000000000e+00)	1.0000000000e-04
3.565             	(-1.0000000000e-04 -1.0093166253e-14 0.0000000000e+00)	1.0000000000e-04
3.57              	(-1.0000000000e-04 -9.6895779801e-15 0.0000000000e+00)	1.0000000000e-04
3.575             	(-1.0000000000e-04 -9.2946934205e-15 0.0000000000e+00)	1.0000000000e-04
3.58              	(-1.0000000000e-04 -8.9079443649e-15 0.0000000000e+00)	1.0000000000e-04
3.585             	(-1.0000000000e-04 -8.5024119113e-15 0.0000000000e+00)	1.0000000000e-04
3.59              	(-1.0000000000e-04 -8.1169093769e-15 0.0000000000e+00)	1.0000000000e-04
3.595             	(-1.0000000000e-04 -7.7360844429e-15 0.0000000000e+00)	1.0000000000e-04
3.6               	(-1.0000000000e-04 -7.3767122740e-15 0.0000000000e+00)	1.0000000000e-04
3.605             	(-1.0000000000e-04 -7.0447074908e-15 0.0000000000e+00)	1.0000000000e-04
3.61              	(-1.0000000000e-04 -6.7214026951e-15 0.0000000000e+00)	1.0000000000e-04
3.615             	(-1.0000000000e-04 -6.4261711779e-15 0.0000000000e+00)	1.0000000000e-04
3.62              	(-1.0000000000e-04 -6.1435183926e-15 0.0000000000e+00)	1.0000000000e-04
3.625             	(-1.0000000000e-04 -5.8774157474e-15 0.0000000000e+00)	1.0000000000e-04
3.63              	(-1.0000000000e-04 -5.6282324163e-15 0.0000000000e+00)	1.0000000000e-04
3.635             	(-1.0000000000e-04 -5.3849500034e-15 0.0000000000e+00)	1.0000000000e-04
3.64              	(-1.0000000000e-04 -5.1578465244e-15 0.0000000000e+00)	1.0000000000e-04
3.645             	(-1.0000000000e-04 -4.9372335128e-15 0.0000000000e+00)	1.0000000000e-04
3.65              	(-1.0000000000e-04 -4.7289419210e-15 0.0000000000e+00)	1.0000000000e-04
3.655             	(-1.0000000000e-04 -4.5322309599e-15 0.0000000000e+00)	1.0000000000e-04
3.66              	(-1.0000000000e-04 -4.3399019782e-15 0.0000000000e+00)	1.0000000000e-04
3.665             	(-1.0000000000e-04 -4.1581932255e-15 0.0000000000e+00)	1.0000000000e-04
3.67              	(-1.0000000000e-04 -3.9815353792e-15 0.0000000000e+00)	1.0000000000e-04
3.675             	(-1.0000000000e-04 -3.8141001876e-15 0.0000000000e+00)	1.0000000000e-04
3.68              	(-1.0000000000e-04 -3.6556170737e-15 0.0000000000e+00)	1.0000000000e-04
3.685             	(-1.0000000000e-04 -3.5006272150e-15 0.0000000000e+00)	1.0000000000e-04
3.69              	(-1.0000000000e-04 -3.3535276833e-15 0.0000000000e+00)	1.0000000000e-04
3.695             	(-1.0000000000e-04 -3.2103149683e-15 0.0000000000e+00)	1.0000000000e-04
3.7               	(-1.0000000000e-04 -3.0748011894e-15 0.0000000000e+00)	1.0000000000e-04
3.705             	(-1.0000000000e-04 -2.9462446488e-15 0.0000000000e+00)	1.0000000000e-04
3.71              	(-1.0000000000e-04 -2.8208014856e-15 0.0000000000e+00)	1.0000000000e-04
3.715             	(-1.0000000000e-04 -2.7013417775e-15 0.0000000000e+00)	1.0000000000e-04
3.72              	(-1.0000000000e-04 -2.5846094259e-15 0.0000000000e+00)	1.0000000000e-04
3.725             	(-1.0000000000e-04 -2.4744840898e-15 0.0000000000e+00)	1.0000000000e-04
3.73              	(-1.0000000000e-04 -2.3694933728e-15 0.0000000000e+00)	1.0000000000e-04
3.735             	(-1.0000000000e-04 -2.2675317388e-15 0.0000000000e+00)	1.0000000000e-04
3.74              	(-1.0000000000e-04 -2.1695591353e-15 0.0000000000e+00)	1.0000000000e-04
3.745             	(-1.0000000000e-04 -2.0743408838e-15 0.0000000000e+00)	1.0000000000e-04
3.75              	(-1.0000000000e-04 -1.9841166833e-15 0.0000000000e+00)	1.0000000000e-04
3.755             	(-1.0000000000e-04 -1.8984151405e-15 0.0000000000e+00)	1.0000000000e-04
3.76              	(-1.0000000000e-04 -1.8150927526e-15 0.0000000000e+00)	1.0000000000e-04
3.765             	(-1.0000000000e-04 -1.7348458431e-15 0.0000000000e+00)	1.0000000000e-04
3.77              	(-1.0000000000e-04 -1.6569556603e-15 0.0000000000e+00)	1.0000000000e-04
3.775             	(-1.0000000000e-04 -1.5831002929e-15 0.0000000000e+00)	1.0000000000e-04
3.78              	(-1.0000000000e-04 -1.5130039456e-15 0.0000000000e+00)	1.0000000000e-04
3.785             	(-1.0000000000e-04 -1.4450113219e-15 0.0000000000e+00)	1.0000000000e-04
3.79              	(-1.0000000000e-04 -1.3792500380e-15 0.0000000000e+00)	1.0000000000e-04
3.795             	(-1.0000000000e-04 -1.3155401739e-15 0.0000000000e+00)	1.0000000000e-04
3.8               	(-1.0000000000e-04 -1.2550845144e-15 0.0000000000e+00)	1.0000000000e-04
3.805             	(-1.0000000000e-04 -1.1977485383e-15 0.0000000000e+00)	1.0000000000e-04
3.81              	(-1.0000000000e-04 -1.1422653265e-15 0.0000000000e+00)	1.0000000000e-04
3.815             	(-1.0000000000e-04 -1.0884333253e-15 0.0000000000e+00)	1.0000000000e-04
3.82              	(-1.0000000000e-04 -1.0363632107e-15 0.0000000000e+00)	1.0000000000e-04
3.825             	(-1.0000000000e-04 -9.8695812356e-16 0.0000000000e+00)	1.0000000000e-04
3.83              	(-1.0000000000e-04 -9.4012607470e-16 0.0000000000e+00)	1.0000000000e-04
3.835             	(-1.0000000000e-04 -8.9490567464e-16 0.0000000000e+00)	1.0000000000e-04
3.84              	(-1.0000000000e-04 -8.5093696771e-16 0.0000000000e+00)	1.0000000000e-04
3.845             	(-1.0000000000e-04 -8.0848639536e-16 0.0000000000e+00)	1.0000000000e-04
3.85              	(-1.0000000000e-04 -7.6824077568e-16 0.0000000000e+00)	1.0000000000e-04
3.855             	(-1.0000000000e-04 -7.3011310498e-16 0.0000000000e+00)	1.0000000000e-04
3.86              	(-1.0000000000e-04 -6.9338575306e-16 0.0000000000e+00)	1.0000000000e-04
3.865             	(-1.0000000000e-04 -6.5762782629e-16 0.0000000000e+00)	1.0000000000e-04
3.87              	(-1.0000000000e-04 -6.2317500654e-16 0.0000000000e+00)	1.0000000000e-04
3.875             	(-1.0000000000e-04 -5.9053692986e-16 0.0000000000e+00)	1.0000000000e-04
3.88              	(-1.0000000000e-04 -5.5964033762e-16 0.0000000000e+00)	1.0000000000e-04
3.885             	(-1.0000000000e-04 -5.2998254500e-16 0.0000000000e+00)	1.0000000000e-04
3.89              	(-1.0000000000e-04 -5.0108839498e-16 0.0000000000e+00)	1.0000000000e-04
3.895             	(-1.0000000000e-04 -4.7336498697e-16 0.0000000000e+00)	1.0000000000e-04
3.9               	(-1.0000000000e-04 -4.4715104326e-16 0.0000000000e+00)	1.0000000000e-04
3.905             	(-1.0000000000e-04 -4.2238820634e-16 0.0000000000e+00)	1.0000000000e-04
3.91              	(-1.0000000000e-04 -3.9842990129e-16 0.0000000000e+00)	1.0000000000e-04
3.915             	(-1.0000000000e-04 -3.7539676677e-16 0.0000000000e+00)	1.0000000000e-04
3.92              	(-1.0000000000e-04 -3.5315719210e-16 0.0000000000e+00)	1.0000000000e-04
3.925             	(-1.0000000000e-04 -3.3210829513e-16 0.0000000000e+00)	1.0000000000e-04
3.93              	(-1.0000000000e-04 -3.1219260433e-16 0.0000000000e+00)	1.0000000000e-04
3.935             	(-1.0000000000e-04 -2.9313818551e-16 0.0000000000e+00)	1.0000000000e-04
3.94              	(-1.0000000000e-04 -2.7465964165e-16 0.0000000000e+00)	1.0000000000e-04
3.945             	(-1.0000000000e-04 -2.5697946546e-16 0.0000000000e+00)	1.0000000000e-04
3.95              	(-1.0000000000e-04 -2.4019589779e-16 0.0000000000e+00)	1.0000000000e-04
3.955             	(-1.0000000000e-04 -2.2436444970e-16 0.0000000000e+00)	1.0000000000e-04
3.96              	(-1.0000000000e-04 -2.0926342132e-16 0.0000000000e+00)	1.0000000000e-04
3.965             	(-1.0000000000e-04 -1.9460900975e-16 0.0000000000e+00)	1.0000000000e-04
3.97              	(-1.0000000000e-04 -1.8061728677e-16 0.0000000000e+00)	1.0000000000e-04
3.975             	(-1.0000000000e-04 -1.6736368464e-16 0.0000000000e+00)	1.0000000000e-04
3.98              	(-1.0000000000e-04 -1.5486804719e-16 0.0000000000e+00)	1.0000000000e-04
3.985             	(-1.0000000000e-04 -1.4301181346e-16 0.0000000000e+00)	1.0000000000e-04
3.99              	(-1.0000000000e-04 -1.3148107631e-16 0.0000000000e+00)	1.0000000000e-04
3.995             	(-1.0000000000e-04 -1.2051077229e-16 0.0000000000e+00)	1.0000000000e-04
4                 	(-1.0000000000e-04 -1.1012281816e-16 0.0000000000e+00)	1.0000000000e-04
4.005             	(-1.0000000000e-04 -1.0035468384e-16 0.0000000000e+00)	1.0000000000e-04
4.01              	(-1.0000000000e-04 -9.1126936233e-17 0.0000000000e+00)	1.0000000000e-04
4.015             	(-1.0000000000e-04 -8.2062317252e-17 0.0000000000e+00)	1.0000000000e-04
4.02              	(-1.0000000000e-04 -7.3414250927e-17 0.0000000000e+00)	1.0000000000e-04
4.025             	(-1.0000000000e-04 -6.5637767076e-17 0.0000000000e+00)	1.0000000000e-04
4.03              	(-1.0000000000e-04 -5.8221938063e-17 0.0000000000e+00)	1.0000000000e-04
4.035             	(-1.0000000000e-04 -5.1334847873e-17 0.0000000000e+00)	1.0000000000e-04
4.04              	(-1.0000000000e-04 -4.4428735667e-17 0.0000000000e+00)	1.0000000000e-04
4.045             	(-1.0000000000e-04 -3.8057391898e-17 0.0000000000e+00)	1.0000000000e-04
4.05              	(-1.0000000000e-04 -3.1951594695e-17 0.0000000000e+00)	1.0000000000e-04
4.055             	(-1.0000000000e-04 -2.6284730505e-17 0.0000000000e+00)	1.0000000000e-04
4.06              	(-1.0000000000e-04 -2.0942642042e-17 0.0000000000e+00)	1.0000000000e-04
4.065             	(-1.0000000000e-04 -1.5696767216e-17 0.0000000000e+00)	1.0000000000e-04
4.07              	(-1.0000000000e-04 -1.0782291811e-17 0.0000000000e+00)	1.0000000000e-04
4.075             	(-1.0000000000e-04 -6.1361607271e-18 0.0000000000e+00)	1.0000000000e-04
4.08              	(-1.0000000000e-04 -1.8400714810e-18 0.0000000000e+00)	1.0000000000e-04
4.085             	(-1.0000000000e-04 2.1355417938e-18 0.0000000000e+00)	1.0000000000e-04
4.09              	(-1.0000000000e-04 5.9767666092e-18 0.0000000000e+00)	1.0000000000e-04
4.095             	(-1.0000000000e-04 9.9328729995e-18 0.0000000000e+00)	1.0000000000e-04
4.1               	(-1.0000000000e-04 1.3459311935e-17 0.0000000000e+00)	1.0000000000e-04
4.105             	(-1.0000000000e-04 1.6871954604e-17 0.0000000000e+00)	1.0000000000e-04
4.11              	(-1.0000000000e-04 2.0038115963e-17 0.0000000000e+00)	1.0000000000e-04
4.115             	(-1.0000000000e-04 2.3116567415e-17 0.0000000000e+00)	1.0000000000e-04
4.12              	(-1.0000000000e-04 2.6018726149e-17 0.0000000000e+00)	1.0000000000e-04
4.125             	(-1.0000000000e-04 2.8523523806e-17 0.0000000000e+00)	1.0000000000e-04
4.13              	(-1.0000000000e-04 3.0891319645e-17 0.0000000000e+00)	1.0000000000e-04
4.135             	(-1.0000000000e-04 3.3085902869e-17 0.0000000000e+00)	1.0000000000e-04
4.14              	(-1.0000000000e-04 3.5273999053e-17 0.0000000000e+00)	1.0000000000e-04
4.145             	(-1.0000000000e-04 3.7236016871e-17 0.0000000000e+00)	1.0000000000e-04
4.15              	(-1.0000000000e-04 3.9091602516e-17 0.0000000000e+00)	1.0000000000e-04
4.155             	(-1.0000000000e-04 4.0771159976e-17 0.0000000000e+00)	1.0000000000e-04
4.16              	(-1.0000000000e-04 4.2264428058e-17 0.0000000000e+00)	1.0000000000e-04
4.165             	(-1.0000000000e-04 4.3735130184e-17 0.0000000000e+00)	1.0000000000e-04
4.17              	(-1.0000000000e-04 4.5052517737e-17 0.0000000000e+00)	1.0000000000e-04
4.175             	(-1.0000000000e-04 4.6269803964e-17 0.0000000000e+00)	1.0000000000e-04
4.18              	(-1.0000000000e-04 4.7377666551e-17 0.0000000000e+00)	1.0000000000e-04
4.185             	(-1.0000000000e-04 4.8463514841e-17 0.0000000000e+00)	1.0000000000e-04
4.19              	(-1.0000000000e-04 4.9635779353e-17 0.0000000000e+00)	1.0000000000e-04
4.195             	(-1.0000000000e-04 5.0640414390e-17 0.0000000000e+00)	1.0000000000e-04
4.2               	(-1.0000000000e-04 5.1630479637e-17 0.0000000000e+00)	1.0000000000e-04
4.205             	(-1.0000000000e-04 5.2524876843e-17 0.0000000000e+00)	1.0000000000e-04
4.21              	(-1.0000000000e-04 5.3299400884e-17 0.0000000000e+00)	1.0000000000e-04
4.215             	(-1.0000000000e-04 5.3880683863e-17 0.0000000000e+00)	1.0000000000e-04
4.22              	(-1.0000000000e-04 5.4481555391e-17 0.0000000000e+00)	1.0000000000e-04
4.225             	(-1.0000000000e-04 5.4983873135e-17 0.0000000000e+00)	1.0000000000e-04
4.23              	(-1.0000000000e-04 5.5448774605e-17 0.0000000000e+00)	1.0000000000e-04
4.235             	(-1.0000000000e-04 5.5775128676e-17 0.0000000000e+00)	1.0000000000e-04
4.24              	(-1.0000000000e-04 5.6122048354e-17 0.0000000000e+00)	1.0000000000e-04
4.245             	(-1.0000000000e-04 5.6377579730e-17 0.0000000000e+00)	1.0000000000e-04
4.25              	(-1.0000000000e-04 5.6591173191e-17 0.0000000000e+00)	1.0000000000e-04
4.255             	(-1.0000000000e-04 5.6762868488e-17 0.0000000000e+00)	1.0000000000e-04
4.26              	(-1.0000000000e-04 5.6881913870e-17 0.0000000000e+00)	1.0000000000e-04
4.265             	(-1.0000000000e-04 5.7072556565e-17 0.0000000000e+00)	1.0000000000e-04
4.27              	(-1.0000000000e-04 5.7179648719e-17 0.0000000000e+00)	1.0000000000e-04
4.275             	(-1.0000000000e-04 5.7276745960e-17 0.0000000000e+00)	1.0000000000e-04
4.28              	(-1.0000000000e-04 5.7272757428e-17 0.0000000000e+00)	1.0000000000e-04
4.285             	(-1.0000000000e-04 5.7187020531e-17 0.0000000000e+00)	1.0000000000e-04
4.29              	(-1.0000000000e-04 5.7138624386e-17 0.0000000000e+00)	1.0000000000e-04
4.295             	(-1.0000000000e-04 5.7047854902e-17 0.0000000000e+00)	1.0000000000e-04
4.3               	(-1.0000000000e-04 5.6946566317e-17 0.0000000000e+00)	1.0000000000e-04
4.305             	(-1.0000000000e-04 5.6828795955e-17 0.0000000000e+00)	1.0000000000e-04
4.31              	(-1.0000000000e-04 5.6667142904e-17 0.0000000000e+00)	1.0000000000e-04
4.315             	(-1.0000000000e-04 5.6544323888e-17 0.0000000000e+00)	1.0000000000e-04
4.32              	(-1.0000000000e-04 5.6367798922e-17 0.0000000000e+00)	1.0000000000e-04
4.325             	(-1.0000000000e-04 5.6138395804e-17 0.0000000000e+00)	1.0000000000e-04
4.33              	(-1.0000000000e-04 5.5902859021e-17 0.0000000000e+00)	1.0000000000e-04
4.335             	(-1.0000000000e-04 5.5605980598e-17 0.0000000000e+00)	1.0000000000e-04
